# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Dec  4 21:31:33 2019
#
# COLUMN fpl_hostname:   Host Name
# COLUMN fpl_name:       Planet Name
# COLUMN fpl_discmethod: Discovery Method
# COLUMN fpl_orbper:     Orbital Period [days]
# COLUMN fpl_orbpererr1: Orbital Period Upper Unc. [days]
# COLUMN fpl_orbpererr2: Orbital Period Lower Unc. [days]
# COLUMN fpl_orbperlim:  Orbital Period [days] Limit Flag
# COLUMN fpl_smax:       Orbit Semi-Major Axis [AU]
# COLUMN fpl_smaxerr1:   Orbit Semi-Major Axis Upper Unc.[AU]
# COLUMN fpl_smaxerr2:   Orbit Semi-Major Axis Lower Unc.[AU]
# COLUMN fpl_smaxlim:    Orbit Semi-Major Axis [AU] Limit Flag
# COLUMN fpl_eccen:      Eccentricity
# COLUMN fpl_eccenerr1:  Eccentricity Upper Unc.
# COLUMN fpl_eccenerr2:  Eccentricity Lower Unc.
# COLUMN fpl_eccenlim:   Eccentricity Limit Flag
# COLUMN fpl_bmasse:     Planet Mass or M*sin(i) [Earth mass]
# COLUMN fpl_bmasseerr1: Planet Mass or M*sin(i) Upper Unc. [Earth mass]
# COLUMN fpl_bmasseerr2: Planet Mass or M*sin(i) Lower Unc. [Earth mass]
# COLUMN fpl_bmasselim:  Planet Mass or M*sin(i) [Earth mass] Limit Flag
# COLUMN fpl_bmassprov:  Planet Mass or M*sin(i) Provenance
# COLUMN fpl_rade:       Planet Radius [Earth radii]
# COLUMN fpl_radeerr1:   Planet Radius Upper Unc. [Earth radii]
# COLUMN fpl_radeerr2:   Planet Radius Lower Unc. [Earth radii]
# COLUMN fpl_radelim:    Planet Radius [Earth radii] Limit Flag
# COLUMN fpl_dens:       Planet Density [g/cm**3]
# COLUMN fpl_denserr1:   Planet Density Upper Unc. [g/cm**3]
# COLUMN fpl_denserr2:   Planet Density Lower Unc. [g/cm**3]
# COLUMN fpl_denslim:    Planet Density [g/cm**3] Limit Flag
# COLUMN fpl_eqt:        Equilibrium Temperature [K]
# COLUMN fpl_eqterr1:    Equilibrium Temperature Upper Unc. [K]
# COLUMN fpl_eqterr2:    Equilibrium Temperature Lower Unc. [K]
# COLUMN fpl_eqtlim:     Equilibrium Temperature [K] Limit Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN fst_dist:       Distance [pc]
# COLUMN fst_disterr1:   Distance Upper Unc. [pc]
# COLUMN fst_disterr2:   Distance Lower Unc. [pc]
# COLUMN fst_distlim:    Distance [pc] Limit Flag
# COLUMN fst_optmag:     Optical Magnitude [mag]
# COLUMN fst_optmagerr:  Optical Magnitude Unc. [mag]
# COLUMN fst_optmaglim:  Optical Magnitude [mag] Limit Flag
# COLUMN fst_optmagband: Optical Magnitude Band
# COLUMN fst_nirmag:     Near-IR Magnitude [mag]
# COLUMN fst_nirmagerr:  Near-IR Magnitude Unc. [mag]
# COLUMN fst_nirmaglim:  Near-IR Magnitude [mag] Limit Flag
# COLUMN fst_nirmagband: Near-IR Magnitude Band
# COLUMN fst_spt:        Spectral Type
# COLUMN fst_teff:       Effective Temperature [K]
# COLUMN fst_tefferr1:   Effective Temperature Upper Unc. [K]
# COLUMN fst_tefferr2:   Effective Temperature Lower Unc. [K]
# COLUMN fst_tefflim:    Effective Temperature [K] Limit Flag
# COLUMN fst_logg:       Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN fst_loggerr1:   Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN fst_loggerr2:   Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN fst_logglim:    Stellar Surface Gravity [log10(cm/s**2)] Limit Flag
# COLUMN fst_lum:        Stellar Luminosity [log10(Solar luminosity)]
# COLUMN fst_lumerr1:    Stellar Luminosity Upper Unc. [log10(Solar luminosity)]
# COLUMN fst_lumerr2:    Stellar Luminosity Lower Unc. [log10(Solar luminosity)]
# COLUMN fst_lumlim:     Stellar Luminosity [log10(Solar luminosity)] Limit Flag
# COLUMN fst_lumreflink: Stellar Luminosity Reference
# COLUMN fst_mass:       Stellar Mass [Solar mass]
# COLUMN fst_masserr1:   Stellar Mass Upper Unc. [Solar mass]
# COLUMN fst_masserr2:   Stellar Mass Lower Unc. [Solar mass]
# COLUMN fst_masslim:    Stellar Mass [Solar mass] Limit Flag
# COLUMN fst_rad:        Stellar Radius [Solar radii]
# COLUMN fst_raderr1:    Stellar Radius Upper Unc. [Solar radii]
# COLUMN fst_raderr2:    Stellar Radius Lower Unc. [Solar radii]
# COLUMN fst_radlim:     Stellar Radius [Solar radii] Limit Flag
# COLUMN fst_met:        Stellar Metallicity [dex]
# COLUMN fst_meterr1:    Stellar Metallicity Upper Unc. [dex]
# COLUMN fst_meterr2:    Stellar Metallicity Lower Unc. [dex]
# COLUMN fst_metlim:     Stellar Metallicity [dex] Limit Flag
# COLUMN fst_metratio:   Metallicity Ratio
# COLUMN fst_age:        Stellar Age [Gyr]
# COLUMN fst_ageerr1:    Stellar Age Upper Unc. [Gyr]
# COLUMN fst_ageerr2:    Stellar Age Lower Unc. [Gyr]
# COLUMN fst_agelim:     Stellar Age [Gyr] Limit Flag
#
fpl_hostname,fpl_name,fpl_discmethod,fpl_orbper,fpl_orbpererr1,fpl_orbpererr2,fpl_orbperlim,fpl_smax,fpl_smaxerr1,fpl_smaxerr2,fpl_smaxlim,fpl_eccen,fpl_eccenerr1,fpl_eccenerr2,fpl_eccenlim,fpl_bmasse,fpl_bmasseerr1,fpl_bmasseerr2,fpl_bmasselim,fpl_bmassprov,fpl_rade,fpl_radeerr1,fpl_radeerr2,fpl_radelim,fpl_dens,fpl_denserr1,fpl_denserr2,fpl_denslim,fpl_eqt,fpl_eqterr1,fpl_eqterr2,fpl_eqtlim,ra_str,ra,dec_str,dec,fst_dist,fst_disterr1,fst_disterr2,fst_distlim,fst_optmag,fst_optmagerr,fst_optmaglim,fst_optmagband,fst_nirmag,fst_nirmagerr,fst_nirmaglim,fst_nirmagband,fst_spt,fst_teff,fst_tefferr1,fst_tefferr2,fst_tefflim,fst_logg,fst_loggerr1,fst_loggerr2,fst_logglim,fst_lum,fst_lumerr1,fst_lumerr2,fst_lumlim,fst_lumreflink,fst_mass,fst_masserr1,fst_masserr2,fst_masslim,fst_rad,fst_raderr1,fst_raderr2,fst_radlim,fst_met,fst_meterr1,fst_meterr2,fst_metlim,fst_metratio,fst_age,fst_ageerr1,fst_ageerr2,fst_agelim
K2-151,K2-151 b,Transit,3.83547600,0.00026600,-0.00025600,0,0.037300,0.000200,-0.000200,0,,,,0,2.83000,,,0,M-R relationship,1.490,0.080,-0.080,0,4.70000,,,0,566,6,-6,0,01h17m13.09s,19.304525,+09d30m05.0s,9.501381,69.61,0.15,-0.15,0,14.140,0.040,0,V (Johnson),10.117,0.021,0,Ks (2MASS),M1.5 V,3695.00,32.00,-32.00,0,4.80,0.01,-0.01,0,-1.553,0.084,-0.105,0,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,0.47,0.01,-0.01,0,0.45,0.01,-0.01,0,-0.190,0.070,-0.070,0,[Fe/H],,,,0
K2-152,K2-152 b,Transit,32.64790000,0.01141000,-0.01483000,0,0.171600,0.001200,-0.001200,0,,,,0,5.86000,,,0,M-R relationship,2.290,0.250,-0.240,0,2.68000,,,0,337,3,-3,0,12h06m31.87s,181.632797,-05d49m38.7s,-5.827410,108.70,0.40,-0.40,0,13.728,0.020,0,V (Johnson),10.096,0.021,0,Ks (2MASS),M0.0 V,4044.00,34.00,-35.00,0,4.67,0.01,-0.01,0,-1.085,0.004,-0.004,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.63,0.01,-0.01,0,0.61,0.01,-0.01,0,0.120,0.090,-0.080,0,[Fe/H],,,,0
K2-153,K2-153 b,Transit,7.51574000,0.00205000,-0.00240000,0,0.061400,0.000400,-0.000400,0,,,,0,4.66000,,,0,M-R relationship,2.000,0.210,-0.180,0,3.20000,,,0,497,6,-6,0,12h15m14.21s,183.809189,+02d01m15.4s,2.020953,143.60,0.90,-0.90,0,14.979,0.030,0,V (Johnson),11.207,0.023,0,Ks (2MASS),M3.0 V,3845.00,37.00,-37.00,0,4.73,0.01,-0.01,0,-1.367,0.083,-0.102,0,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,0.55,0.01,-0.01,0,0.53,0.01,-0.01,0,-0.090,0.080,-0.080,0,[Fe/H],,,,0
K2-154,K2-154 b,Transit,3.67626000,0.00030000,-0.00031000,0,0.040500,0.000300,-0.000300,0,,,,0,4.62000,,,0,M-R relationship,1.990,0.210,-0.110,0,3.22000,,,0,715,9,-8,0,12h36m00.36s,189.001511,-02d40m10.1s,-2.669481,129.80,0.40,-0.40,0,14.033,0.036,0,V (Johnson),10.368,0.019,0,Ks (2MASS),M0.0 V,4097.00,40.00,-45.00,0,4.65,0.01,-0.01,0,-1.039,0.004,-0.004,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.65,0.02,-0.01,0,0.63,0.01,-0.01,0,0.210,0.090,-0.100,0,[Fe/H],,,,0
K2-154,K2-154 c,Transit,7.95486000,0.00084000,-0.00085000,0,0.067700,0.000500,-0.000500,0,,,,0,4.94000,,,0,M-R relationship,2.070,0.180,-0.130,0,3.06000,,,0,552,7,-7,0,12h36m00.36s,189.001511,-02d40m10.1s,-2.669481,129.80,0.40,-0.40,0,14.033,0.036,0,V (Johnson),10.368,0.019,0,Ks (2MASS),M0.0 V,4097.00,40.00,-45.00,0,4.65,0.01,-0.01,0,-1.039,0.004,-0.004,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.65,0.02,-0.01,0,0.63,0.01,-0.01,0,0.210,0.090,-0.100,0,[Fe/H],,,,0
K2-155,K2-155 b,Transit,6.34200000,0.00200000,-0.00200000,0,0.056200,0.001300,-0.001400,0,,,,0,3.89000,,,0,M-R relationship,1.800,0.200,-0.100,0,3.67000,,,0,708,38,-31,0,04h21m52.49s,65.468697,+21d21m13.0s,21.353600,82.00,29.00,-12.00,0,12.806,0.050,0,V (Johnson),9.496,0.017,0,Ks (2MASS),K7,4258.00,150.00,-150.00,0,4.60,0.30,-0.30,0,-1.229,0.086,-0.108,0,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..124H/abstract target=ref>Hirano et al. 2018</a>,0.65,0.06,-0.03,0,0.58,0.06,-0.03,0,-0.300,0.200,-0.200,0,[Fe/H],,,,0
K2-155,K2-155 c,Transit,13.85000000,0.00600000,-0.00600000,0,0.094600,0.003100,-0.003000,0,,,,0,7.27000,,,0,M-R relationship,2.600,0.700,-0.200,0,2.27000,,,0,583,52,-35,0,04h21m52.49s,65.468697,+21d21m13.0s,21.353600,82.00,29.00,-12.00,0,12.806,0.050,0,V (Johnson),9.496,0.017,0,Ks (2MASS),K7,4258.00,150.00,-150.00,0,4.60,0.30,-0.30,0,-1.229,0.086,-0.108,0,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..124H/abstract target=ref>Hirano et al. 2018</a>,0.65,0.06,-0.03,0,0.58,0.06,-0.03,0,-0.300,0.200,-0.200,0,[Fe/H],,,,0
K2-155,K2-155 d,Transit,40.71800000,0.00500000,-0.00500000,0,0.193700,0.006400,-0.005900,0,,,,0,4.27000,,,0,M-R relationship,1.900,0.700,-0.200,0,3.42000,,,0,381,47,-25,0,04h21m52.49s,65.468697,+21d21m13.0s,21.353600,82.00,29.00,-12.00,0,12.806,0.050,0,V (Johnson),9.496,0.017,0,Ks (2MASS),K7,4258.00,150.00,-150.00,0,4.60,0.30,-0.30,0,-1.229,0.086,-0.108,0,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..124H/abstract target=ref>Hirano et al. 2018</a>,0.65,0.06,-0.03,0,0.58,0.06,-0.03,0,-0.300,0.200,-0.200,0,[Fe/H],,,,0
K2-156,K2-156 b,Transit,0.81314000,0.00007000,-0.00008000,0,0.014900,0.000100,-0.000100,0,,,,0,1.60000,,,0,M-R relationship,1.150,0.100,-0.070,0,5.78000,,,0,1347,18,-19,0,12h10m48.04s,182.700180,-06d17m39.1s,-6.294205,150.40,1.00,-1.00,0,13.424,0.010,0,V (Johnson),10.391,0.023,0,Ks (2MASS),,4597.00,50.00,-50.00,0,4.62,0.02,-0.01,0,-0.838,0.005,-0.005,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.66,0.02,-0.01,0,0.66,0.01,-0.01,0,-0.250,0.060,-0.060,0,[Fe/H],,,,0
K2-157,K2-157 b,Transit,0.36525700,0.00002900,-0.00002900,0,,,,,,,,,1.18000,,,0,M-R relationship,1.055,0.147,-0.098,0,5.51000,,,0,,,,,12h15m00.32s,183.751343,-05d46m55.2s,-5.781991,300.88,4.56,-4.56,0,12.823,0.020,0,V (Johnson),10.980,0.023,0,Ks (2MASS),,5456.00,50.00,-50.00,0,4.55,0.10,-0.10,0,-0.210,0.009,-0.009,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.94,0.02,-0.03,0,0.88,0.05,-0.03,0,0.130,0.080,-0.080,0,[Fe/H],,,,
K2-158,K2-158 b,Transit,10.06049000,0.00134000,-0.00148000,0,0.088700,0.000800,-0.000800,0,,,,0,7.46000,,,0,M-R relationship,2.640,0.160,-0.100,0,2.23000,,,0,794,11,-11,0,11h59m45.60s,179.939987,-05d43m18.2s,-5.721709,198.20,2.10,-2.10,0,11.774,0.174,0,V (Johnson),9.974,0.021,0,Ks (2MASS),,5503.00,51.00,-48.00,0,4.45,0.02,-0.02,0,-0.163,0.006,-0.006,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.92,0.03,-0.02,0,0.95,0.02,-0.02,0,0.070,0.070,-0.070,0,[Fe/H],,,,0
K2-158,K2-158 c,Transit,5.90279000,0.00191000,-0.00233000,0,0.062200,0.000600,-0.000600,0,,,,0,2.18000,,,0,M-R relationship,1.280,0.130,-0.100,0,5.71000,,,0,948,13,-13,0,11h59m45.60s,179.939987,-05d43m18.2s,-5.721709,198.20,2.10,-2.10,0,11.774,0.174,0,V (Johnson),9.974,0.021,0,Ks (2MASS),,5503.00,51.00,-48.00,0,4.45,0.02,-0.02,0,-0.163,0.006,-0.006,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.92,0.03,-0.02,0,0.95,0.02,-0.02,0,0.070,0.070,-0.070,0,[Fe/H],,,,0
K2-159,K2-159 b,Transit,12.42205000,0.00180000,-0.00182000,0,0.101300,0.000800,-0.000900,0,,,,0,5.73000,,,0,M-R relationship,2.260,0.170,-0.110,0,2.73000,,,0,684,8,-8,0,12h02m09.81s,180.540894,-03d34m50.6s,-3.580723,171.90,1.40,-1.30,0,11.994,0.206,0,V (Johnson),9.978,0.021,0,Ks (2MASS),,5425.00,44.00,-44.00,0,4.56,0.01,-0.02,0,-0.296,0.005,-0.005,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.90,0.02,-0.03,0,0.83,0.01,-0.01,0,-0.070,0.060,-0.060,0,[Fe/H],,,,0
K2-16,K2-16 b,Transit,7.61880000,0.00087000,-0.00087000,0,0.066700,0.001100,-0.001100,0,,,,,4.74000,,,0,M-R relationship,2.020,0.240,-0.240,0,3.16000,,,0,658,19,-19,0,11h40m23.34s,175.097260,+04d33m26.4s,4.557340,338.19,4.23,-4.23,0,14.670,0.040,0,V (Johnson),12.087,0.023,0,Ks (2MASS),K3 V,4761.00,50.00,-57.00,0,4.63,0.03,-0.03,0,-0.761,0.012,-0.013,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.67,0.03,-0.04,0,0.54,0.02,-0.01,0,-0.330,0.040,-0.040,0,[Fe/H],,,,0
K2-16,K2-16 c,Transit,19.07863000,0.00327000,-0.00327000,0,0.122900,0.002100,-0.002100,0,,,,,6.99000,,,0,M-R relationship,2.540,1.120,-0.470,0,2.34000,,,0,485,14,-14,0,11h40m23.34s,175.097260,+04d33m26.4s,4.557340,338.19,4.23,-4.23,0,14.670,0.040,0,V (Johnson),12.087,0.023,0,Ks (2MASS),K3 V,4761.00,50.00,-57.00,0,4.63,0.03,-0.03,0,-0.761,0.012,-0.013,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.67,0.03,-0.04,0,0.54,0.02,-0.01,0,-0.330,0.040,-0.040,0,[Fe/H],,,,0
K2-160,K2-160 b,Transit,3.70587100,0.00007400,-0.00007600,0,,,,,,,,,10.20000,,,0,M-R relationship,3.178,0.214,-0.145,0,1.75000,,,0,,,,,12h16m13.10s,184.054581,-03d33m11.1s,-3.553082,318.19,4.50,-4.50,0,12.649,0.010,0,V (Johnson),11.037,0.026,0,Ks (2MASS),,5649.00,50.00,-50.00,0,4.61,0.10,-0.10,0,-0.137,0.009,-0.009,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.98,0.02,-0.03,0,0.91,0.04,-0.03,0,0.070,0.080,-0.080,0,[Fe/H],,,,
K2-161,K2-161 b,Transit,9.28318800,0.00205200,-0.00230000,0,,,,,,,,,31.10000,,,0,M-R relationship,6.117,1.633,-0.783,0,0.74700,,,0,,,,,12h15m10.52s,183.793839,-03d29m44.2s,-3.495612,941.09,47.72,-47.72,0,12.631,0.020,0,V (Johnson),10.261,0.024,0,Ks (2MASS),,4972.00,50.00,-50.00,0,3.63,0.10,-0.10,0,0.919,0.029,-0.031,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.99,0.08,-0.06,0,2.57,0.31,-0.25,0,-0.030,0.080,-0.080,0,[Fe/H],,,,
K2-162,K2-162 b,Transit,9.45889000,0.00104000,-0.00107000,0,0.079500,0.000600,-0.000600,0,,,,0,2.67000,,,0,M-R relationship,1.440,0.110,-0.070,0,4.91000,,,0,631,8,-8,0,12h24m09.28s,186.038666,-01d06m40.9s,-1.111351,125.10,0.60,-0.60,0,12.300,0.040,0,V (Johnson),9.898,0.024,0,Ks (2MASS),,4842.00,49.00,-45.00,0,4.63,0.01,-0.01,0,-0.657,0.003,-0.003,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.75,0.02,-0.02,0,0.69,0.01,-0.01,0,-0.170,0.050,-0.060,0,[Fe/H],,,,0
K2-163,K2-163 b,Transit,6.67311700,0.00031600,-0.00030300,0,,,,,,,,,6.65000,,,0,M-R relationship,2.466,0.257,-0.124,0,2.44000,,,0,,,,,12h09m19.04s,182.329346,-00d32m20.6s,-0.539055,209.67,4.18,-4.18,0,13.129,0.020,0,V (Johnson),10.627,0.024,0,Ks (2MASS),,4937.00,50.00,-50.00,0,4.71,0.10,-0.10,0,-0.541,0.011,-0.011,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.83,0.02,-0.02,0,0.76,0.02,-0.01,0,0.140,0.080,-0.080,0,[Fe/H],,,,
K2-164,K2-164 b,Transit,17.35506600,0.00409700,-0.00380800,0,,,,,,,,,10.60000,,,0,M-R relationship,3.249,0.515,-0.413,0,1.70000,,,0,,,,,11h27m44.08s,171.933670,-00d03m46.2s,-0.062840,379.64,7.66,-7.66,0,11.235,0.020,0,V (Johnson),9.775,0.019,0,Ks (2MASS),,5791.00,50.00,-50.00,0,3.81,0.10,-0.10,0,0.590,0.012,-0.012,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.18,0.09,-0.06,0,2.20,0.31,-0.25,0,-0.230,0.080,-0.080,0,[Fe/H],,,,
K2-165,K2-165 b,Transit,2.35499200,0.00024600,-0.00026100,0,,,,,,,,,2.17000,,,0,M-R relationship,1.274,0.145,-0.097,0,5.76000,,,0,,,,,12h19m36.08s,184.900330,+00d58m06.2s,0.968397,135.10,1.19,-1.19,0,11.331,0.117,0,V (Johnson),9.536,0.016,0,Ks (2MASS),,5185.00,50.00,-50.00,0,4.46,0.10,-0.10,0,-0.370,0.005,-0.005,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.83,0.03,-0.03,0,0.80,0.05,-0.03,0,-0.050,0.080,-0.080,0,[Fe/H],,,,
K2-165,K2-165 c,Transit,4.38274500,0.00051400,-0.00053600,0,,,,,,,,,3.03000,,,0,M-R relationship,1.554,0.209,-0.110,0,4.44000,,,0,,,,,12h19m36.08s,184.900330,+00d58m06.2s,0.968397,135.10,1.19,-1.19,0,11.331,0.117,0,V (Johnson),9.536,0.016,0,Ks (2MASS),,5185.00,50.00,-50.00,0,4.46,0.10,-0.10,0,-0.370,0.005,-0.005,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.83,0.03,-0.03,0,0.80,0.05,-0.03,0,-0.050,0.080,-0.080,0,[Fe/H],,,,
K2-165,K2-165 d,Transit,14.10136100,0.00114600,-0.00106500,0,,,,,,,,,7.50000,,,0,M-R relationship,2.648,0.253,-0.148,0,2.22000,,,0,,,,,12h19m36.08s,184.900330,+00d58m06.2s,0.968397,135.10,1.19,-1.19,0,11.331,0.117,0,V (Johnson),9.536,0.016,0,Ks (2MASS),,5185.00,50.00,-50.00,0,4.46,0.10,-0.10,0,-0.370,0.005,-0.005,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.83,0.03,-0.03,0,0.80,0.05,-0.03,0,-0.050,0.080,-0.080,0,[Fe/H],,,,
K2-166,K2-166 b,Transit,8.52695000,0.00362000,-0.00370000,0,0.085800,0.001000,-0.000900,0,,,,0,5.43000,,,0,M-R relationship,2.190,0.200,-0.190,0,2.84000,,,0,1140,17,-18,0,12h20m45.19s,185.188293,+02d16m56.8s,2.282436,481.00,9.70,-8.90,0,12.074,0.010,0,V (Johnson),10.637,0.022,0,Ks (2MASS),,5942.50,39.75,-26.17,0,4.09,0.02,-0.02,0,0.458,0.012,-0.013,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.07,0.03,-0.03,0,1.60,0.01,-0.02,0,0.090,0.060,-0.060,0,[Fe/H],,,,0
K2-167,K2-167 b,Transit,9.97748100,0.00103900,-0.00100700,0,,,,,,,,,8.34000,,,0,M-R relationship,2.819,0.519,-0.453,0,2.05000,,,0,,,,,22h26m18.19s,336.575775,-18d00m40.2s,-18.011171,81.08,0.47,-0.47,0,8.239,0.015,0,V (Johnson),6.887,0.034,0,Ks (2MASS),F7 V,5908.00,50.00,-50.00,0,3.88,0.10,-0.10,0,0.442,0.003,-0.003,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.02,0.12,-0.09,0,1.83,0.29,-0.28,0,-0.450,0.080,-0.080,0,[Fe/H],,,,
K2-168,K2-168 b,Transit,15.85230000,0.00250000,-0.00120000,0,,,,0,,,,0,4.12000,,,0,M-R relationship,1.860,0.240,-0.110,0,3.52000,,,0,766,16,-8,0,22h12m26.37s,333.109894,-16d20m30.3s,-16.341755,245.56,4.19,-4.19,0,12.291,0.010,0,V (Johnson),10.549,0.024,0,Ks (2MASS),,5502.70,101.00,-50.50,0,4.46,0.10,-0.10,0,-0.176,0.009,-0.010,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.88,0.06,-0.03,0,0.83,0.09,-0.04,0,-0.130,0.080,-0.080,0,[Fe/H],,,,0
K2-169,K2-169 b,Transit,6.38080300,0.00077800,-0.00069900,0,,,,,,,,,2.16000,,,0,M-R relationship,1.273,0.107,-0.077,0,5.75000,,,0,,,,,22h28m10.63s,337.044281,-14d35m57.8s,-14.599381,237.35,4.63,-4.63,0,12.229,0.060,0,V (Johnson),10.371,0.021,0,Ks (2MASS),,5548.00,50.00,-50.00,0,4.56,0.10,-0.10,0,-0.161,0.010,-0.011,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.99,0.03,-0.03,0,0.92,0.05,-0.03,0,0.260,0.080,-0.080,0,[Fe/H],,,,
K2-17,K2-17 b,Transit,17.96753000,0.00152000,-0.00152000,0,0.119000,0.002000,-0.002000,0,0.180000,0.201126,-0.152247,0,5.60000,,,0,M-R relationship,2.230,0.200,-0.200,0,2.77000,,,0,487,10,-10,0,11h53m19.15s,178.329773,+06d24m44.1s,6.412261,125.56,0.66,-0.66,0,13.519,0.040,0,V (Johnson),10.308,0.021,0,Ks (2MASS),K7,4320.00,56.00,-47.00,0,4.80,0.05,-0.05,0,-0.997,0.004,-0.004,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.71,0.02,-0.05,0,0.66,0.02,-0.03,0,0.150,0.090,-0.220,0,[Fe/H],,,,
K2-170,K2-170 b,Transit,7.57654400,0.00184100,-0.00169000,0,,,,,,,,,2.60000,,,0,M-R relationship,1.418,0.202,-0.131,0,5.01000,,,0,,,,,22h21m48.17s,335.450714,-14d35m35.8s,-14.593286,397.26,6.49,-6.49,0,12.633,0.031,0,V (Johnson),11.075,0.021,0,Ks (2MASS),,5748.00,50.00,-50.00,0,4.34,0.10,-0.10,0,0.072,0.010,-0.010,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.96,0.03,-0.03,0,0.98,0.11,-0.07,0,-0.110,0.080,-0.080,0,[Fe/H],,,,
